salesperson,transaction_count,total_sales,average_sale_price,total_commission,average_commission_rate,first_sale_date,last_sale_date
Michael Mann,2,87674.0,43837.0,8301.16,0.0943,2022-06-01,2023-03-01
Danielle Keith,2,87670.0,43835.0,7075.3,0.0803,2022-08-02,2023-04-12
Courtney Brown,2,87659.0,43829.5,7458.08,0.0856,2022-05-20,2022-10-19
Sean Shaw,2,87651.0,43825.5,8301.37,0.0963,2022-09-29,2022-10-08
Melissa Martinez,2,87650.0,43825.0,6413.6,0.074,2022-07-08,2022-10-28
Joshua Thompson,3,87636.0,29212.0,9093.14,0.0981,2022-07-03,2022-08-18
Latoya Williams,2,87593.0,43796.5,8376.38,0.0954,2022-11-05,2023-01-21
Karen Patterson,3,87591.0,29197.0,9604.98,0.0998,2022-06-26,2023-03-01
Tyler Kelly,2,87586.0,43793.0,10709.02,0.1222,2022-09-22,2022-10-23
Gina Thompson,3,87559.0,29186.33,6191.15,0.0717,2022-05-21,2023-04-19
Robin Hamilton,2,87544.0,43772.0,12348.37,0.14,2022-07-04,2022-12-01
Patricia Mitchell,2,87531.0,43765.5,8659.16,0.1004,2022-08-18,2023-02-27
Stephen Hall,3,87527.0,29175.67,9924.14,0.1063,2022-05-02,2022-09-19
Andrea Rojas,2,87523.0,43761.5,10016.86,0.1145,2022-09-05,2023-03-31
Joshua Perez,3,87406.0,29135.33,8591.49,0.1076,2022-07-11,2023-03-08
Paul Walker,2,87379.0,43689.5,5645.19,0.0636,2022-06-05,2022-12-13
Jeffrey Miller,3,87355.0,29118.33,5990.48,0.071,2022-06-20,2022-12-12
Amanda Peterson,3,87346.0,29115.33,7686.38,0.0933,2022-05-03,2023-03-07
Deanna Johnson,3,87324.0,29108.0,10914.66,0.1193,2022-10-11,2023-01-17
Anthony Delgado,2,87312.0,43656.0,10566.64,0.121,2022-10-30,2022-12-09
Brian Taylor,3,87305.0,29101.67,8893.8,0.1095,2022-06-28,2023-04-06
Zachary Gonzalez,2,87300.0,43650.0,7585.25,0.0874,2022-06-21,2022-11-21
Michelle Stanley,2,87287.0,43643.5,7887.08,0.0892,2022-05-04,2022-10-03
Matthew Stewart,2,87287.0,43643.5,9751.25,0.1095,2022-09-28,2023-04-01
Lisa Wright,2,87250.0,43625.0,7441.07,0.0887,2023-03-01,2023-04-05
Jennifer Adams,4,87246.0,21811.5,9949.53,0.117,2022-05-25,2023-03-24
Cody Ward,2,87232.0,43616.0,8461.23,0.0977,2023-01-23,2023-03-06
Megan Taylor,2,87222.0,43611.0,8080.49,0.097,2022-10-07,2023-02-18
Samantha Chan,2,87219.0,43609.5,5353.73,0.0612,2022-10-21,2023-02-07
James Mcgee,2,87148.0,43574.0,11094.41,0.1242,2022-06-13,2022-07-05
Amanda Cisneros,2,87135.0,43567.5,11614.9,0.1333,2022-12-13,2023-03-18
Sean White,3,87114.0,29038.0,8245.04,0.0917,2022-05-03,2023-04-01
Daniel Sanders,2,87098.0,43549.0,9064.78,0.1035,2022-07-21,2023-03-31
Lisa James,2,87057.0,43528.5,11431.12,0.1311,2022-08-15,2022-10-11
Michael Soto,2,87034.0,43517.0,11092.07,0.127,2022-11-26,2023-04-07
Cynthia Smith,3,87031.0,29010.33,10669.92,0.127,2022-05-24,2023-02-28
Jacqueline Young,2,87025.0,43512.5,5877.87,0.067,2022-12-07,2023-01-17
Nathan Johnson,3,87020.0,29006.67,6878.03,0.0804,2022-11-29,2023-04-18
Sabrina Garcia,2,87005.0,43502.5,12631.04,0.1451,2022-06-14,2022-12-21
Daniel West,2,87001.0,43500.5,8722.92,0.1011,2022-09-09,2022-11-12
Stacey James,2,86992.0,43496.0,8693.27,0.1005,2022-12-23,2023-04-10
Jonathan Baker,2,86989.0,43494.5,9034.32,0.1041,2023-01-01,2023-02-21
Kevin Walker,2,86965.0,43482.5,8949.76,0.1041,2023-04-03,2023-04-13
Ryan Lee,2,86949.0,43474.5,8404.36,0.0944,2022-07-15,2022-09-26
Matthew Miller,2,86933.0,43466.5,10176.88,0.1162,2022-06-24,2023-03-20
James Moran,2,86906.0,43453.0,7463.69,0.0864,2022-06-01,2022-10-29
Steven Martinez,4,86900.0,21725.0,7490.37,0.0891,2022-06-02,2023-04-19
Hannah Frey,2,86878.0,43439.0,9101.12,0.1036,2022-10-25,2023-04-28
Daniel White,4,86876.0,21719.0,8267.68,0.091,2022-05-12,2023-01-11
Karen Ray,2,86872.0,43436.0,11658.68,0.1325,2022-06-05,2022-07-17
Tracy Allen,3,86833.0,28944.33,6888.16,0.0758,2022-07-19,2023-03-08
Jesus Wilson,2,86814.0,43407.0,8637.25,0.1025,2022-10-04,2022-11-04
Michael Mills,2,86793.0,43396.5,7986.88,0.0876,2022-06-11,2022-12-31
Michael Lyons,2,86786.0,43393.0,11427.44,0.1302,2022-09-24,2023-04-09
Aaron Stewart,3,86778.0,28926.0,9769.57,0.1142,2022-07-29,2023-04-25
Daniel Carter,3,86748.0,28916.0,10819.82,0.1152,2022-05-12,2022-11-08
James Thompson,4,86734.0,21683.5,9810.01,0.1022,2022-05-14,2022-10-09
Douglas Martinez,2,86731.0,43365.5,10225.77,0.1164,2022-05-01,2022-07-26
Edward Nelson,2,86723.0,43361.5,10177.0,0.1177,2023-04-24,2023-04-26
Katherine Wilson,3,86719.0,28906.33,7489.27,0.0839,2022-12-11,2023-03-08
Nathan Chambers,2,86670.0,43335.0,8481.49,0.1004,2022-05-26,2023-03-28
Lisa Sanchez,2,86666.0,43333.0,10373.48,0.1197,2022-07-15,2023-03-12
Travis Snyder,2,86663.0,43331.5,8215.49,0.094,2022-08-05,2023-03-01
Chad Jackson,2,86659.0,43329.5,9235.16,0.1067,2022-07-23,2023-03-06
Madison Jones,2,86654.0,43327.0,7315.29,0.0839,2022-09-20,2023-04-23
Julie Parks,2,86637.0,43318.5,10925.03,0.1237,2022-05-17,2022-07-01
Anthony Martin,3,86636.0,28878.67,8396.43,0.0998,2023-02-26,2023-04-24
Katherine Clark,2,86629.0,43314.5,8700.44,0.1003,2023-01-25,2023-04-03
Christopher Dudley,2,86615.0,43307.5,9883.69,0.1101,2022-07-30,2022-09-16
Rebecca Gates,2,86611.0,43305.5,10506.94,0.1214,2022-08-23,2023-01-20
Katherine Wolf,2,86602.0,43301.0,12385.35,0.143,2022-06-12,2022-08-22
Paul Anderson,4,86576.0,21644.0,6964.48,0.087,2022-05-07,2023-03-31
Jimmy Hernandez,2,86524.0,43262.0,9963.68,0.1137,2023-01-17,2023-04-10
Michelle Butler,2,86518.0,43259.0,9109.1,0.1036,2022-05-27,2022-11-18
Daniel Gonzalez,2,86502.0,43251.0,6483.81,0.0733,2022-10-28,2022-12-22
Jamie Gonzalez,3,86491.0,28830.33,9731.06,0.1127,2022-11-26,2023-01-26
David Anderson,3,86486.0,28828.67,10783.66,0.1238,2022-05-01,2023-01-30
Richard Bailey,2,86452.0,43226.0,9166.99,0.1009,2022-08-16,2022-09-13
Mary Perez,2,86438.0,43219.0,6590.94,0.078,2022-07-13,2023-02-26
Jonathan Sanchez,2,86421.0,43210.5,10108.06,0.1131,2022-09-26,2023-01-08
Timothy Brown,3,86387.0,28795.67,7334.39,0.0804,2022-05-04,2022-12-22
Karen Serrano,2,86325.0,43162.5,5497.84,0.0641,2022-06-11,2023-04-25
Susan Walker,2,86311.0,43155.5,7973.2,0.0954,2022-05-09,2022-10-09
Michelle Fowler,2,86285.0,43142.5,9908.89,0.1116,2022-05-30,2022-10-13
Kayla Johnson,3,86271.0,28757.0,8427.13,0.0996,2022-07-06,2023-03-29
Melissa Parker,3,86247.0,28749.0,8008.48,0.1026,2022-05-23,2022-12-27
Michael Pierce,3,86246.0,28748.67,9906.65,0.1055,2022-05-27,2023-03-01
Veronica Collins,2,86238.0,43119.0,7687.04,0.0929,2022-08-16,2022-11-20
Amanda Allen,2,86231.0,43115.5,5411.58,0.0639,2022-12-19,2023-03-18
Kenneth Hall,2,86204.0,43102.0,8233.58,0.0968,2022-08-10,2022-09-08
James Mercer,2,86199.0,43099.5,6287.9,0.0744,2023-02-06,2023-02-24
Robert Marshall,2,86152.0,43076.0,8008.07,0.0933,2023-02-02,2023-04-19
Dawn Hill,2,86126.0,43063.0,10124.68,0.1171,2023-03-17,2023-04-01
Courtney Fisher,2,86121.0,43060.5,9669.84,0.1128,2022-07-06,2022-09-23
James Crawford,3,86092.0,28697.33,9131.05,0.1094,2022-06-22,2023-03-14
Nicole Walker,3,86060.0,28686.67,8166.83,0.0908,2023-01-12,2023-02-19
Corey Donovan,2,86058.0,43029.0,9609.61,0.1113,2022-07-23,2023-01-19
Michael Johnston,4,86041.0,21510.25,11359.79,0.1341,2022-06-02,2023-02-25
Laura Kelly,3,86024.0,28674.67,9346.12,0.1075,2022-08-21,2023-02-18
Tara Evans,2,86008.0,43004.0,9943.9,0.1161,2022-07-30,2022-11-16
Tina Cameron,2,86004.0,43002.0,10371.81,0.119,2022-11-16,2022-12-06
John Valdez,2,85988.0,42994.0,8692.93,0.0961,2022-06-02,2022-07-03
David Long,4,85983.0,21495.75,6375.25,0.0928,2022-07-18,2023-01-10
Sean Taylor,3,85944.0,28648.0,9451.33,0.1106,2022-07-21,2022-11-28
Richard Thomas,3,85850.0,28616.67,10275.88,0.1045,2022-10-07,2022-12-07
Edwin Wilson,2,85846.0,42923.0,8792.17,0.1028,2022-05-05,2022-07-28
Michael Obrien,2,85810.0,42905.0,7096.2,0.0824,2023-02-01,2023-03-20
Jennifer Gutierrez,2,85794.0,42897.0,9228.34,0.1045,2022-05-16,2022-06-06
Michelle Alvarado,3,85759.0,28586.33,6724.37,0.0907,2022-07-18,2023-01-16
Robert Henderson,3,85757.0,28585.67,9475.01,0.1027,2022-08-04,2022-12-12
Jessica Parker,3,85753.0,28584.33,8009.97,0.0886,2022-06-29,2022-12-06
Zachary Robinson,2,85747.0,42873.5,8059.8,0.0938,2022-10-11,2023-03-08
Joanna Gates,2,85700.0,42850.0,8566.57,0.1014,2022-07-24,2022-09-06
Samantha Robinson,2,85681.0,42840.5,5812.66,0.0657,2022-11-09,2023-03-20
Elizabeth Hernandez,3,85665.0,28555.0,11034.32,0.1323,2022-05-18,2022-12-03
Steven Bryant,2,85633.0,42816.5,7090.42,0.0799,2022-12-05,2023-04-05
April Kelly,2,85619.0,42809.5,10660.31,0.1203,2022-08-08,2022-11-14
Christopher Cox,3,85616.0,28538.67,10841.53,0.1244,2022-07-12,2023-02-28
William Chandler,2,85602.0,42801.0,7700.65,0.0958,2022-06-10,2023-01-17
Jennifer Barnes,2,85596.0,42798.0,5336.45,0.0623,2022-06-10,2023-01-16
Eric Brown,4,85576.0,21394.0,11086.62,0.1311,2022-08-20,2022-11-22
Melissa Perry,4,85549.0,21387.25,9039.07,0.1066,2022-05-24,2023-03-28
Jeremy Moore,2,85545.0,42772.5,7735.74,0.0901,2022-07-12,2023-01-04
Sherry Smith,3,85515.0,28505.0,6718.01,0.0784,2022-06-17,2023-04-29
Larry Rogers,2,85512.0,42756.0,6289.36,0.0757,2022-05-08,2022-12-18
James Olsen,2,85511.0,42755.5,9256.72,0.1072,2022-11-26,2023-04-19
Charles Gardner,2,85508.0,42754.0,8811.05,0.0987,2022-05-28,2023-04-02
James Hines,2,85507.0,42753.5,6589.69,0.0754,2022-07-17,2023-04-02
David Stanton,2,85506.0,42753.0,9648.58,0.1097,2022-11-07,2023-01-25
James Chambers,2,85496.0,42748.0,10937.82,0.1284,2022-09-18,2022-11-28
Lauren Peterson,2,85496.0,42748.0,9970.59,0.1167,2023-01-23,2023-02-13
Tyler Diaz,2,85481.0,42740.5,11009.76,0.1282,2022-07-26,2023-01-27
Jennifer Garcia,4,85476.0,21369.0,7966.36,0.0922,2022-07-29,2023-01-10
Kevin Clark,2,85447.0,42723.5,10565.49,0.1229,2022-05-01,2023-03-27
Kelly Schwartz,2,85435.0,42717.5,10229.26,0.1213,2022-10-30,2022-12-04
Mary Turner,3,85425.0,28475.0,9546.4,0.1135,2022-07-14,2023-03-13
David Daniels,2,85420.0,42710.0,9695.24,0.1161,2022-10-08,2023-04-30
Donald Anderson,2,85409.0,42704.5,5704.7,0.0654,2022-10-18,2022-12-03
David Sullivan,2,85369.0,42684.5,5979.6,0.0703,2022-06-21,2022-07-21
Cody Torres,2,85333.0,42666.5,11602.21,0.1341,2022-06-05,2023-04-21
John Black,2,85324.0,42662.0,10977.09,0.1284,2022-09-27,2023-03-03
Matthew Anderson,3,85311.0,28437.0,8842.3,0.1013,2022-09-15,2022-10-21
Patricia Alexander,3,85229.0,28409.67,9641.25,0.1067,2022-08-13,2022-12-05
Eric Gilbert,2,85229.0,42614.5,8391.19,0.098,2022-07-20,2023-01-27
Lisa Lopez,4,85227.0,21306.75,9148.78,0.1069,2022-05-28,2023-04-24
Jon Williams,2,85214.0,42607.0,9018.75,0.107,2022-08-25,2023-01-31
Victoria Johnson,2,85214.0,42607.0,9688.96,0.1108,2022-06-05,2022-07-11
Raymond Allen,2,85204.0,42602.0,7204.77,0.088,2022-05-21,2023-03-21
Randy Fowler,2,85190.0,42595.0,10251.62,0.1208,2022-08-28,2023-01-18
Cheryl Rodriguez,2,85143.0,42571.5,9879.28,0.1186,2022-09-20,2023-02-10
Joy Johnson,2,85121.0,42560.5,9274.19,0.1097,2022-06-09,2022-07-08
Kyle Rodriguez,2,85120.0,42560.0,5334.79,0.0623,2022-05-03,2023-04-14
Justin Torres,2,85115.0,42557.5,7352.88,0.0832,2022-07-03,2022-08-22
Dawn Wilson,2,85066.0,42533.0,6490.28,0.0764,2022-07-08,2022-10-20
Jessica Fisher,2,85048.0,42524.0,5412.96,0.065,2022-08-26,2022-10-18
Jeffrey Ramsey,2,85044.0,42522.0,9513.11,0.1127,2022-07-21,2022-08-16
Darrell Miller,2,85011.0,42505.5,7497.24,0.0886,2022-05-28,2022-08-22
Benjamin Gonzalez,3,85002.0,28334.0,8470.29,0.0915,2022-07-06,2022-10-28
Douglas Thomas,2,84980.0,42490.0,7511.09,0.0923,2023-01-30,2023-03-20
Jessica Mitchell,3,84964.0,28321.33,6906.33,0.0759,2022-05-21,2022-10-26
James Richards,3,84951.0,28317.0,7658.59,0.0864,2022-11-22,2023-02-09
Daniel Hartman,2,84895.0,42447.5,10667.28,0.1261,2022-10-17,2022-12-06
Timothy Bailey,3,84880.0,28293.33,7332.69,0.0937,2022-07-29,2023-03-31
Catherine Miller,3,84861.0,28287.0,10258.11,0.1182,2022-10-12,2023-04-03
Linda Adams,2,84853.0,42426.5,7701.06,0.0904,2022-05-17,2022-06-09
Samuel Johnson,3,84834.0,28278.0,6915.08,0.089,2022-06-15,2023-04-30
Kevin Martinez,3,84811.0,28270.33,7407.79,0.0874,2022-07-08,2023-04-19
Brian Dillon,2,84803.0,42401.5,10856.76,0.1272,2022-05-20,2023-01-13
Aaron Leon,2,84783.0,42391.5,5933.72,0.0703,2022-08-04,2023-02-25
Jennifer Rios,2,84779.0,42389.5,8910.82,0.1053,2022-05-30,2023-04-16
Amanda Hunt,3,84758.0,28252.67,7260.57,0.0977,2022-06-27,2022-10-23
George Perez,2,84728.0,42364.0,11289.27,0.1336,2022-08-08,2022-12-29
Tina Moss,2,84703.0,42351.5,5630.23,0.0671,2022-06-09,2022-11-26
Benjamin Harrison,2,84701.0,42350.5,8137.43,0.0912,2022-09-13,2023-01-27
Julie Evans,2,84697.0,42348.5,5967.84,0.0706,2022-06-16,2022-06-22
Elizabeth Vasquez,2,84692.0,42346.0,6720.42,0.079,2022-07-19,2023-01-15
Derrick Barnes,2,84667.0,42333.5,7854.55,0.0927,2022-11-19,2023-01-21
Erin Allen,2,84658.0,42329.0,10207.57,0.1208,2022-06-06,2022-11-02
John Oliver,3,84646.0,28215.33,8688.96,0.1055,2022-07-17,2023-01-02
Ryan Thompson,4,84640.0,21160.0,7825.73,0.0884,2022-05-24,2023-03-27
Jason Flores,3,84639.0,28213.0,7367.37,0.1003,2022-05-14,2022-10-15
Joshua Hudson,2,84637.0,42318.5,5428.18,0.0642,2022-07-21,2022-12-10
Matthew Bradford,2,84621.0,42310.5,7123.24,0.0864,2022-12-01,2023-01-09
Megan Long,2,84609.0,42304.5,10908.06,0.1277,2023-01-31,2023-04-27
Kristy Cook,2,84608.0,42304.0,8682.72,0.1,2022-06-07,2022-10-06
Lori Rodriguez,2,84591.0,42295.5,8621.11,0.0997,2022-11-13,2022-11-21
Jenna Taylor,2,84542.0,42271.0,9452.71,0.1143,2023-02-27,2023-03-04
Tamara Romero,2,84538.0,42269.0,9589.26,0.1155,2022-05-18,2022-09-09
Scott Swanson,2,84534.0,42267.0,9881.51,0.1123,2022-06-27,2022-06-29
Justin White,2,84495.0,42247.5,8130.69,0.0969,2022-09-06,2022-10-02
Laura Chavez,3,84491.0,28163.67,8534.18,0.0957,2022-10-23,2023-02-18
Anthony Parker,2,84471.0,42235.5,9964.55,0.1194,2022-05-28,2022-09-08
Elizabeth Morales,3,84452.0,28150.67,9543.51,0.0981,2022-07-23,2022-12-03
Lauren Cooper,2,84452.0,42226.0,6794.27,0.0793,2022-08-24,2023-01-01
Charles Trujillo,2,84439.0,42219.5,9453.41,0.108,2022-11-13,2023-01-13
Matthew Wright,3,84431.0,28143.67,10634.09,0.1185,2022-08-08,2023-03-09
Matthew Patel,2,84421.0,42210.5,8925.33,0.1093,2022-05-08,2023-03-09
April Scott,2,84397.0,42198.5,9495.23,0.1124,2022-06-20,2022-10-05
Scott Collins,3,84375.0,28125.0,10867.26,0.126,2022-07-06,2023-01-27
Patricia Barnes,3,84371.0,28123.67,10321.49,0.1225,2022-05-12,2022-08-10
John Brooks,2,84336.0,42168.0,9734.42,0.1165,2022-08-04,2023-02-25
Monica Robertson,2,84334.0,42167.0,7868.42,0.0948,2022-06-22,2022-11-30
Edward Richardson,2,84330.0,42165.0,7475.29,0.083,2022-08-25,2022-09-27
Tiffany Young,3,84305.0,28101.67,8386.94,0.0994,2022-11-10,2023-03-13
Brian Clark,3,84290.0,28096.67,5050.77,0.064,2022-09-02,2023-04-30
Sharon Garcia,2,84276.0,42138.0,8766.34,0.102,2022-10-27,2023-01-22
Jennifer Wilson,4,84261.0,21065.25,9960.52,0.1186,2022-07-15,2022-11-01
Joseph Young,3,84251.0,28083.67,10744.28,0.1332,2022-06-24,2022-12-08
Michael Hansen,2,84248.0,42124.0,9275.7,0.1129,2022-10-27,2023-02-19
Lisa Erickson,2,84238.0,42119.0,9129.78,0.1087,2022-10-25,2022-12-12
James Chapman,2,84222.0,42111.0,10486.93,0.1248,2022-12-15,2023-01-08
Jasmine Smith,2,84197.0,42098.5,7571.61,0.0903,2022-08-30,2023-04-03
Anthony Tyler,2,84108.0,42054.0,8015.53,0.0968,2022-12-08,2023-01-26
April King,2,84108.0,42054.0,8491.66,0.1005,2022-05-16,2022-06-08
David Richardson,2,84031.0,42015.5,7767.34,0.0925,2022-07-10,2022-08-10
Ryan Sanders,2,84017.0,42008.5,9484.4,0.1083,2022-09-07,2023-04-09
Christine Wright,2,83995.0,41997.5,4946.23,0.0591,2023-03-14,2023-04-03
Susan Flores,3,83980.0,27993.33,6055.82,0.0726,2022-06-22,2023-02-06
Andrea White,2,83975.0,41987.5,8686.49,0.1,2023-02-02,2023-04-17
Alexander Jackson,2,83966.0,41983.0,10742.08,0.1288,2022-08-16,2023-03-22
Robin Rivas,2,83963.0,41981.5,7738.94,0.0912,2022-06-26,2023-03-10
Aaron Waters,2,83938.0,41969.0,8229.12,0.0967,2022-11-07,2023-01-06
Derek Johnson,2,83938.0,41969.0,9859.36,0.1168,2022-06-11,2023-03-31
Barbara Wallace,2,83925.0,41962.5,7774.81,0.0921,2022-07-23,2023-02-05
Scott Jenkins,2,83909.0,41954.5,7845.37,0.0949,2023-01-18,2023-04-25
Jason Cook,3,83908.0,27969.33,8271.42,0.1002,2022-10-27,2023-01-06
Eric Bond,2,83883.0,41941.5,9294.21,0.1045,2022-08-25,2022-10-27
Michael Kelley,3,83878.0,27959.33,7233.74,0.0908,2022-05-14,2023-02-27
Robert Harris,4,83843.0,20960.75,8440.63,0.1107,2022-08-12,2023-02-19
Michael Bailey,3,83828.0,27942.67,7901.25,0.0949,2022-06-16,2023-02-13
Mary Nichols,2,83804.0,41902.0,7483.63,0.0864,2022-10-31,2023-03-09
Steve Allen,2,83800.0,41900.0,7729.89,0.0914,2022-08-28,2022-09-16
David Parker,2,83780.0,41890.0,6265.02,0.0741,2022-05-20,2022-11-02
David Morgan,2,83757.0,41878.5,8407.93,0.1007,2022-08-08,2023-03-03
Jason Black,2,83752.0,41876.0,11518.37,0.1374,2022-07-13,2022-08-30
Brandon Johnson,4,83748.0,20937.0,7785.07,0.0961,2022-09-16,2023-03-04
Christine Mcdonald,2,83738.0,41869.0,9793.94,0.1166,2022-07-09,2023-02-03
Zachary Gordon,2,83664.0,41832.0,7857.54,0.095,2022-11-04,2023-01-23
Heather Simmons,2,83660.0,41830.0,6207.03,0.0779,2022-06-14,2023-03-22
Taylor Davis,2,83658.0,41829.0,7602.82,0.0913,2022-11-08,2022-11-21
Jason Jensen,2,83655.0,41827.5,6963.59,0.0804,2022-05-28,2022-06-18
Jessica Hutchinson,2,83653.0,41826.5,9263.31,0.1098,2022-09-22,2023-03-28
Steven Butler,2,83641.0,41820.5,6465.25,0.0803,2022-08-14,2022-09-19
Brittany Ruiz,2,83640.0,41820.0,8366.43,0.1035,2022-06-25,2023-02-12
Thomas Frazier,2,83620.0,41810.0,10930.39,0.13,2022-12-15,2023-04-09
Brett Smith,3,83599.0,27866.33,6624.09,0.084,2022-05-02,2022-11-26
Aaron Murphy,2,83573.0,41786.5,9492.58,0.1122,2022-08-25,2023-01-15
Anna Murphy,2,83571.0,41785.5,6564.57,0.0805,2022-05-11,2023-02-07
Jason Kelly,3,83524.0,27841.33,6481.08,0.0803,2022-08-05,2023-04-19
Joshua Ford,2,83521.0,41760.5,9276.38,0.1069,2022-06-11,2022-08-14
Dennis Rodriguez,3,83490.0,27830.0,8924.29,0.1065,2022-10-07,2023-02-15
Joseph Contreras,2,83476.0,41738.0,7551.12,0.0896,2022-05-06,2023-01-15
John Sanchez,3,83476.0,27825.33,8850.3,0.1037,2022-10-11,2023-02-17
Daniel Mendez,2,83469.0,41734.5,9879.72,0.1124,2022-08-01,2022-08-08
Angela Lopez,2,83468.0,41734.0,10032.34,0.1171,2022-05-19,2023-02-03
Mary Lucas,3,83449.0,27816.33,6882.97,0.0842,2022-06-22,2022-11-07
Julie Taylor,3,83380.0,27793.33,9908.86,0.1129,2022-07-12,2023-04-15
Devin Taylor,2,83371.0,41685.5,7411.83,0.0888,2023-04-09,2023-04-10
Kelly Hernandez,2,83364.0,41682.0,9001.45,0.1068,2022-12-21,2023-04-28
John Green,2,83360.0,41680.0,9068.56,0.1033,2022-08-29,2022-09-29
John Phillips,3,83342.0,27780.67,11182.29,0.1362,2022-07-18,2023-04-30
Billy Perry,2,83335.0,41667.5,6902.73,0.0802,2022-05-02,2022-07-02
Michael Harrell,2,83318.0,41659.0,7652.29,0.0944,2022-09-23,2023-04-17
Elizabeth Ray,3,83310.0,27770.0,10968.43,0.1315,2022-05-03,2023-03-06
Eric Robinson,3,83309.0,27769.67,7084.45,0.0815,2022-06-01,2022-12-08
Aaron Davis,2,83296.0,41648.0,7989.13,0.0949,2022-11-26,2023-01-28
Jeffrey Bailey,2,83287.0,41643.5,7083.52,0.0843,2022-12-13,2023-02-24
John Massey,2,83280.0,41640.0,7960.6,0.0898,2022-08-12,2022-10-30
Christopher Price,2,83250.0,41625.0,6955.65,0.0851,2022-10-28,2023-02-24
Kelsey Morris,2,83203.0,41601.5,8882.62,0.1059,2022-07-13,2023-03-23
Denise Wallace,2,83197.0,41598.5,8853.26,0.1071,2022-05-27,2022-11-03
Raymond Hill,2,83187.0,41593.5,6030.31,0.073,2022-05-27,2023-04-02
Samuel George,3,83165.0,27721.67,6215.89,0.0724,2022-08-26,2023-03-16
Lisa Burke,2,83160.0,41580.0,6553.1,0.0759,2022-11-30,2022-12-14
Elizabeth Harris,2,83126.0,41563.0,8758.45,0.1038,2022-06-12,2022-11-16
Patricia Ayers,2,83119.0,41559.5,5899.87,0.0699,2022-06-04,2023-04-01
Kelly Perez,3,83104.0,27701.33,6630.46,0.0851,2022-08-09,2023-04-26
Kelly Freeman,3,83073.0,27691.0,7423.0,0.085,2022-07-10,2022-09-21
Sharon Robertson,2,82971.0,41485.5,8643.09,0.1024,2022-06-15,2023-01-25
Timothy Scott,2,82962.0,41481.0,8155.5,0.099,2022-11-27,2023-04-18
Angela Evans,2,82948.0,41474.0,9116.7,0.1063,2022-06-12,2022-11-01
Mark Thompson,3,82947.0,27649.0,8976.95,0.1028,2022-06-30,2023-04-06
Kimberly Miller,3,82943.0,27647.67,9545.13,0.1052,2022-07-10,2023-03-30
Michael Petersen,2,82924.0,41462.0,7472.16,0.0862,2022-08-06,2022-10-02
Michael Trujillo,3,82916.0,27638.67,5677.36,0.0693,2022-06-05,2023-01-08
Kyle Barton,2,82912.0,41456.0,6157.41,0.074,2022-09-27,2023-01-27
Andrea Johnson,4,82912.0,20728.0,8280.31,0.0991,2022-08-20,2023-02-09
Joseph Robinson,3,82907.0,27635.67,9134.63,0.114,2023-02-05,2023-04-02
Michael Winters,2,82904.0,41452.0,12160.5,0.1467,2022-12-19,2023-01-22
Jose Johnson,3,82904.0,27634.67,7359.78,0.0912,2022-08-05,2023-02-07
Andrew Myers,2,82881.0,41440.5,11271.25,0.1355,2022-11-20,2023-01-12
Christopher Flynn,2,82860.0,41430.0,9737.59,0.1176,2022-05-05,2022-08-22
Whitney Black,2,82854.0,41427.0,10061.85,0.1169,2022-09-23,2023-04-25
Sherry Davis,2,82851.0,41425.5,9803.91,0.1183,2022-08-13,2022-11-21
Jessica Campos,2,82836.0,41418.0,10211.54,0.1231,2022-07-30,2022-08-31
James Lyons,2,82834.0,41417.0,9587.04,0.1176,2022-05-06,2022-09-23
Karen Mills,2,82803.0,41401.5,7630.83,0.092,2022-09-27,2022-12-07
Kimberly Peterson,3,82759.0,27586.33,9745.93,0.1105,2022-05-14,2023-01-25
Joseph Howell,2,82753.0,41376.5,9137.52,0.1102,2022-05-20,2023-01-18
Kevin Morris,2,82750.0,41375.0,7092.56,0.0857,2022-07-14,2022-09-04
Samantha Beck,2,82740.0,41370.0,7776.96,0.0869,2022-10-07,2023-01-19
Barbara Collins,3,82699.0,27566.33,7105.58,0.0861,2022-06-02,2023-01-18
Ashley Perry,2,82642.0,41321.0,7259.42,0.088,2022-08-24,2023-04-22
Beth Reed,2,82569.0,41284.5,11891.75,0.1442,2022-10-15,2022-11-22
Michael Pham,2,82567.0,41283.5,6552.5,0.0782,2022-09-16,2023-02-15
Thomas Fox,2,82564.0,41282.0,9857.39,0.12,2022-10-17,2023-04-14
Rebecca Thomas,3,82556.0,27518.67,9231.45,0.1032,2022-05-26,2023-03-09
James Larson,2,82535.0,41267.5,5940.23,0.0723,2022-05-09,2022-07-30
William Hughes,3,82515.0,27505.0,9028.65,0.116,2022-09-11,2023-01-11
Stephanie Williams,3,82510.0,27503.33,8291.34,0.1027,2022-09-23,2023-01-22
David Mcbride,2,82507.0,41253.5,8183.66,0.0937,2022-06-12,2022-11-13
Stephanie Morton,2,82506.0,41253.0,7578.45,0.0963,2022-08-04,2022-08-15
Anthony Walker,3,82497.0,27499.0,6493.09,0.079,2023-01-10,2023-04-24
Edward Phillips,2,82491.0,41245.5,7378.22,0.092,2022-12-10,2023-01-30
Patrick Alvarez,2,82481.0,41240.5,6762.27,0.0836,2022-05-11,2022-10-01
Kelly Ayala,2,82480.0,41240.0,9680.54,0.1211,2022-12-12,2023-03-13
Christopher White,4,82474.0,20618.5,8616.1,0.1017,2022-07-25,2023-04-25
